Image Path,Recognized Text
/content/drive/MyDrive/data/L02_V019_Reduce/11211.jpg," [[1049.0, 94.0], '18:3738', [80.0, 107.0], 'TIEPTHEO', [275.0, 574.0], '1a', [525.0, 570.0], 'CAI THIEN MOI TRUONG LAM VIEC', [3.0, 658.0], 'tvoi thuoc thu y tu Anh', [443.0, 658.0], 'Mexico san sang cap qui che ti nan cho cuu Tong thong Peru', [1244.0, 660.0], '6']"
/content/drive/MyDrive/data/L02_V019_Reduce/11335.jpg," [[1045.0, 94.0], '18:37:42', [714.0, 339.0], 'giay', [8.0, 659.0], 'cap quiche ti nan cho cuu Tong thong Peru', [697.0, 659.0], 'Uy ban dieu tra Ha vien My khuyen nghi dieu tr']"
/content/drive/MyDrive/data/L02_V019_Reduce/11233.jpg," [[1049.0, 90.0], '18:37:38', [80.0, 107.0], 'TIEPTHEO', [525.0, 570.0], 'CAITHIEN MOI TRUONG LAM VIEC', [0.0, 657.0], 'c thu y tur Anh', [227.0, 659.0], '10', [328.0, 656.0], 'Mexico san sang cap qui cheti nan cho cuu Tong thong Peru', [1131.0, 660.0], '60', [1228.0, 656.0], 'Uy']"
/content/drive/MyDrive/data/L02_V019_Reduce/11240.jpg," [[1048.0, 92.0], '18:37:39', [82.0, 107.0], 'TIEPTHED', [527.0, 572.0], 'CAITHIEN MOI TRUONG LAM VIEC', [1.0, 658.0], 'Uytu Anh', [293.0, 658.0], 'Mexico san sang cap gui che ti nan cho cuu Tong thong Peru', [1091.0, 658.0], '60', [1190.0, 651.0], 'Uy ban']"
/content/drive/MyDrive/data/L02_V019_Reduce/11190.jpg," [[1048.0, 94.0], '18:3737', [80.0, 107.0], 'TIEPTHEO', [275.0, 574.0], '1a', [525.0, 570.0], 'CAI THIEN MOI TRUONG LAM VIEC', [4.0, 658.0], 'hau Brexit voi thuoc thu y tur Anh', [451.0, 659.0], '160', [553.0, 658.0], 'Mexico san sang cap gui che ti nan cho cuu Tong thong Pe']"
/content/drive/MyDrive/data/L02_V019_Reduce/1117.jpg," [[1045.0, 95.0], '18:3054', [361.0, 588.0], 'TP.HCM:METRO I KIEM TRA RAYTREN CAO', [364.0, 617.0], 'SAN SANG CHAYTHUNGHIEM VAONGAY21/12', [1116.0, 656.0], 'UBNDTPHO']"
/content/drive/MyDrive/data/L02_V019_Reduce/11183.jpg," [[1165.0, 78.0], 'HP', [1051.0, 95.0], '18:37:36', [82.0, 106.0], 'TIEPTHEO', [275.0, 574.0], '1a', [525.0, 572.0], 'CAI THIEN MOI TRUONG LAM VIEC', [4.0, 658.0], 'nh hau Brexitvoi thuoc thu y tur Anh', [588.0, 654.0], 'Mexico san sang cap qui che ti nan cho cuu Tong thong']"
/content/drive/MyDrive/data/L02_V019_Reduce/11175.jpg," [[1043.0, 93.0], '18:37:36', [81.0, 106.0], 'TIEPTHEO', [275.0, 574.0], '1a', [525.0, 572.0], 'CAI THIEN MOI TRUONG LAM VIEC', [7.0, 658.0], 'dinh hau Brexit voi thuoc thu y tur Anh', [632.0, 656.0], 'Mexico san sang cap gui che ti nan cho cuu Tong tho']"
/content/drive/MyDrive/data/L02_V019_Reduce/11167.jpg," [[1164.0, 78.0], 'HP', [1045.0, 93.0], '18:37:36', [82.0, 108.0], 'TIEPTHEO', [525.0, 572.0], 'CAI THIEN MOI TRUONG LAM VIEC', [4.0, 657.0], 'quy dinh hau Brexit voi thuoc thu y to Anh', [673.0, 656.0], 'Mexico san sang cap gui che ti nan cho cuu Tong']"
/content/drive/MyDrive/data/L02_V019_Reduce/11144.jpg," [[1047.0, 90.0], '18:37:35', [82.0, 106.0], 'TIEPTHEO', [525.0, 570.0], 'CAI THIEN MOI TRUONG LAM VIEC', [3.0, 654.0], 'n mien ap guy dinh hau Brexit voi thuoc thu y tu Anh', [793.0, 656.0], 'Mexico san sang cap qui che ti nan cho']"
/content/drive/MyDrive/data/L02_V019_Reduce/11160.jpg," [[1050.0, 91.0], '18:37:35', [82.0, 106.0], 'TIEPTHEO', [525.0, 570.0], 'CAI THIEN MOI TRUONG LAM VIEC', [7.0, 658.0], 'ap quy dinh hau Brexit voi thuoc thu y tur Anh', [711.0, 656.0], 'Mexico san sang cap qui che ti nan cho cuu Ta']"
/content/drive/MyDrive/data/L02_V019_Reduce/11121.jpg," [[1153.0, 77.0], 'HD', [1048.0, 93.0], '18:37:34', [82.0, 106.0], 'TIEPTHEO', [527.0, 574.0], 'CAI THIEN MOI TRUONG LAM VIEC', [4.0, 659.0], 'uc gia han mien ap quy dinh hau Brexit voi thuoc thu y tu Anh', [913.0, 658.0], 'Mexico san sang cap qui che']"
/content/drive/MyDrive/data/L02_V019_Reduce/11097.jpg," [[1160.0, 78.0], 'HP', [1048.0, 91.0], '18:37:33', [51.0, 109.0], 'TIEPTHED', [525.0, 572.0], 'CAI THIEN MOI TRUONG LAM VIEC', [28.0, 656.0], 'EU tiep tuc gia han mien ap quy dinh hau Brexit voi thuoc thu y tu Anh', [1040.0, 656.0], 'Mexico san sang co']"
/content/drive/MyDrive/data/L02_V019_Reduce/11128.jpg," [[1049.0, 94.0], '18:37:34', [82.0, 106.0], 'TIEPTHEO', [525.0, 570.0], 'CAI THIEN MOI TRUONG LAM VIEC', [4.0, 657.0], 'gia han mien ap guy dinh hau Brexit voi thuoc thu y tu Anh', [879.0, 658.0], 'Mexico san sang cap qui che ti n']"
/content/drive/MyDrive/data/L02_V019_Reduce/11074.jpg," [[1160.0, 78.0], 'HP', [1048.0, 93.0], '18:37:32', [147.0, 655.0], 'EU tiep tuc gia han mien ap quy dinh hau Brexit vai thuoc thu y tu Anh', [1160.0, 658.0], 'Mexico so']"
/content/drive/MyDrive/data/L02_V019_Reduce/11067.jpg," [[1164.0, 79.0], 'HD', [1051.0, 94.0], '18:37:32', [81.0, 110.0], 'TIEPTHEO', [1020.0, 119.0], '10', [279.0, 161.0], '5', [474.0, 223.0], 'SanhorSuafaus', [1011.0, 304.0], '20', [999.0, 492.0], '50', [269.0, 574.0], '11a', [507.0, 574.0], 'ANH:TIEN MOI CO HINH VUA CHARLES III', [185.0, 656.0], 'EU tiep tuc gia han mien ap quy dinh hau Brexif voi thuoc thu y tu Anh', [1.0, 666.0], 'ne', [1195.0, 658.0], 'Mexico']"
/content/drive/MyDrive/data/L02_V019_Reduce/10993.jpg," [[81.0, 110.0], 'TIEPTHEO', [515.0, 105.0], 'Sankor Snafand', [97.0, 188.0], 'RNORAND COMPANY', [443.0, 187.0], 'PROMISETOPAYTHE SEARER ONDEMAND THE SUN', [89.0, 202.0], 'OFENGIAND', [65.0, 228.0], 'mhJoh', [56.0, 251.0], 'FCASHER', [205.0, 313.0], 'ANKOF', [605.0, 318.0], 'IME', [39.0, 421.0], 'O', [89.0, 417.0], '10', [1163.0, 433.0], '1010', [32.0, 454.0], '.', [1208.0, 475.0], '10', [105.0, 519.0], 'O', [69.0, 528.0], 'D', [267.0, 573.0], 'ya', [508.0, 577.0], 'ANH:TIEN MOICOHINH VUA CHARLESII', [4.0, 659.0], 'ong du luat cat giam khimethane', [572.0, 659.0], 'EU tiep tuc gia han mien ap quy dinh hauBrexit voi thuoc']"
/content/drive/MyDrive/data/L02_V019_Reduce/11000.jpg," [[1164.0, 79.0], 'HP', [1051.0, 93.0], '18:37:29', [82.0, 110.0], 'TIEPTHED', [1021.0, 120.0], '10', [280.0, 161.0], '5', [471.0, 222.0], 'SanliNSughins', [1009.0, 302.0], '20', [999.0, 492.0], '50', [275.0, 574.0], 'la', [508.0, 577.0], 'ANH:TIEN MOICO HINH VUA CHARLES II', [0.0, 657.0], 'g dy lual cat giam khi methane', [536.0, 656.0], 'EU tiep tuc gia han mien ap quy dinh hau Brexit voi thuoc thu']"
/content/drive/MyDrive/data/L02_V019_Reduce/11.jpg," [[1051.0, 95.0], '18:2958', [686.0, 339.0], 'giayr']"
/content/drive/MyDrive/data/L02_V019_Reduce/11033.jpg," [[1164.0, 79.0], 'HD', [1051.0, 93.0], '18:37:30', [82.0, 110.0], 'TIEPTHED', [1021.0, 119.0], '10', [282.0, 158.0], '5', [1010.0, 300.0], '20', [275.0, 574.0], 'la', [507.0, 574.0], 'ANH:TIEN MOI CO HINH VUA CHARLESII', [0.0, 652.0], 'iam khi methane', [361.0, 656.0], 'EU tiep tuc gia han mienap quy dinh hau Brexit voi thuoc thu y tu Anh']"
/content/drive/MyDrive/data/L02_V019_Reduce/10943.jpg," [[1059.0, 54.0], 'HTVZre', [472.0, 93.0], 'anhorSnglaue', [1048.0, 94.0], '18:3727', [81.0, 109.0], 'TIEPTHEO', [449.0, 181.0], 'PROMISE TO PAY THEEARER ON DEMAN THESC', [88.0, 193.0], 'UVERNORAND COMPANT', [81.0, 214.0], 'ANK OFENSLAND', [57.0, 241.0], 'amhSoh', [48.0, 267.0], 'HIEF.CASHIER', [573.0, 359.0], 'CIME', [275.0, 574.0], 'la', [505.0, 576.0], 'ANH:TIEN MOI CO HINH VUA CHARLES II', [3.0, 659.0], 'o ban coc quy dinh trong do luat cdt giam khi methane', [832.0, 656.0], 'EU tiep tuc gia han mien ap quy dint']"
/content/drive/MyDrive/data/L02_V019_Reduce/1090.jpg," [[361.0, 588.0], 'TP.HCM:METRO I KIEM TRA RAY TREN CAO', [363.0, 617.0], 'SANSANGCHAYTHU NGHIEM VAO NGAY21/12']"
/content/drive/MyDrive/data/L02_V019_Reduce/10887.jpg," [[1047.0, 94.0], '18:37:25', [715.0, 337.0], 'giay', [497.0, 538.0], 'TIEPTHEO', [125.0, 660.0], 'EU qiam nhe co ban cac quydinh trong du luat cal giam khi methane', [1027.0, 659.0], '60', [1126.0, 655.0], 'EU tieptuc g']"
/content/drive/MyDrive/data/L02_V019_Reduce/10894.jpg," [[79.0, 60.0], '5', [36.0, 97.0], 'f', [468.0, 96.0], 'ankorSnglau', [1047.0, 94.0], '18:37:25', [40.0, 181.0], 'LONDON', [455.0, 184.0], 'PROMISETOPAYER DEMA SM', [40.0, 197.0], 'FOR-THEGOVERNORAND COMPANY', [39.0, 213.0], 'OF HE UANK UF ENGLAND', [38.0, 235.0], 'SamhSoh', [39.0, 267.0], 'CHIEFCASHER', [373.0, 361.0], 'f', [89.0, 660.0], 'EU qiam nhe co ban cac quy dinh trong du luaicat glam khi meihane', [991.0, 662.0], '6', [1088.0, 659.0], 'EU tiep tuc gia']"
/content/drive/MyDrive/data/L02_V019_Reduce/10865.jpg," [[731.0, 349.0], 'giay', [512.0, 528.0], 'MEPTHEC', [0.0, 661.0], 'ng yeu', [239.0, 655.0], 'EU giam nhe co ban cac quy dinh trong du lualcat giam khi methane', [1240.0, 656.0], 'EU']"
/content/drive/MyDrive/data/L02_V019_Reduce/10844.jpg," [[1047.0, 90.0], '18:3723', [0.0, 658.0], 'vat tu trong yeu', [348.0, 655.0], 'EU giam nhe co ban.cac quy dinh trong du luat cat giam khi methane']"
/content/drive/MyDrive/data/L02_V019_Reduce/1083.jpg," [[1163.0, 79.0], 'HD', [1051.0, 94.0], '18:30:52', [361.0, 588.0], 'TP.HCM:METRO I KIEM TRA RAYTREN CAO', [361.0, 614.0], 'SAN SANG CHAYTHU NGHIEM VAO NGAY21/12']"
/content/drive/MyDrive/data/L02_V019_Reduce/10465.jpg," [[1048.0, 93.0], '18:37:08', [4.0, 656.0], 'va My tap tran phoi hop tren khong', [615.0, 658.0], 'Australia xem xelcai thien he thong quan ly vu khi quo']"
/content/drive/MyDrive/data/L02_V019_Reduce/10837.jpg," [[1049.0, 93.0], '18:37:23', [1.0, 659.0], '6avat tur trong yeu', [385.0, 656.0], 'EU giam nhe co ban cac quy dinh trong du luat cat giam khi methane']"
/content/drive/MyDrive/data/L02_V019_Reduce/1030.jpg," [[1159.0, 78.0], 'HP', [1047.0, 93.0], '18:30:50']"
/content/drive/MyDrive/data/L02_V019_Reduce/10094.jpg," [[1048.0, 93.0], '18:3653', [51.0, 655.0], 'Romania thanh lap nhom tac chien NATO trong nuoc', [855.0, 655.0], 'Tong thong Belarus keu goi hop tac']"
/content/drive/MyDrive/data/L02_V019_Reduce/10046.jpg," [[1048.0, 95.0], '18:3651', [5.0, 655.0], 'nam2023', [301.0, 655.0], 'Romania thanh lap nhom tac chien NATO trong nuoc', [1105.0, 655.0], 'Tong thong Be']"
/content/drive/MyDrive/data/L02_V019_Reduce/10006.jpg," [[1047.0, 93.0], '18:3649', [501.0, 283.0], 'YARARA', [3.0, 658.0], 'in suchoUcraina nam2023', [512.0, 655.0], 'Romania thanh lap nhom tac chien NATO trong nuoc']"
/content/drive/MyDrive/data/L02_V019_Reduce/10087.jpg," [[1149.0, 69.0], 'THD', [1046.0, 94.0], '18:36:53', [598.0, 300.0], 'YAMANA', [88.0, 655.0], 'Romania thanh lap nhom lac chien NATO trong nuoc', [891.0, 655.0], 'Tong thong Belarus keu goi hop']"
/content/drive/MyDrive/data/L02_V019_Reduce/1202.jpg," [[1051.0, 94.0], '18:30857', [676.0, 659.0], 'JBND TP.HCM tong ket kinh te-xa hoi nam 2022']"
/content/drive/MyDrive/data/L02_V019_Reduce/11833.jpg," [[1164.0, 79.0], 'HD', [1048.0, 93.0], '18:38:02', [625.0, 118.0], '5', [55.0, 142.0], 'Bank of England', [819.0, 173.0], 'CoSaiiorSiafanse', [57.0, 263.0], 'The new', [56.0, 328.0], 'King Charles Ill', [56.0, 389.0], 'banknotes', [3.0, 655.0], 'hap cuthoi Tong thong Trump', [428.0, 659.0], '60', [527.0, 654.0], 'Anh tiep tuc doi mat vai cuoc khung hoang dinh cong nganh']"
/content/drive/MyDrive/data/L02_V019_Reduce/12725.jpg," [[1049.0, 94.0], '18:38:38', [335.0, 593.0], 'NGHIEN CUU MOI:CANH QUAN TUYET GIUP CAI THIEN TINH THAN', [7.0, 659.0], 'nan motso ten lua cua lsrae', [521.0, 658.0], 'Bau cu TunisiaBau cur guoc hoi vong hai vao daunam sau']"
/content/drive/MyDrive/data/L02_V019_Reduce/13238.jpg," [[1047.0, 90.0], '18:38:59', [3.0, 656.0], ' hoi chiu trach nhiem phap lyve noi dung', [677.0, 655.0], 'COviD19 van la nguyen nhan gay tu vong hang']"
/content/drive/MyDrive/data/L02_V019_Reduce/12613.jpg," [[1164.0, 78.0], 'HP', [1051.0, 94.0], '18:38:34', [1.0, 652.0], 'doi voi lraq', [200.0, 659.0], '6', [303.0, 656.0], 'Syria thong bao danh chan mot so ten lua cua lsrae', [1103.0, 655.0], 'Bau cu Tunisia']"
/content/drive/MyDrive/data/L02_V019_Reduce/12141.jpg," [[63.0, 54.0], '20', [454.0, 84.0], 'ankorSugfane', [783.0, 151.0], 'IMEN', [36.0, 163.0], 'LONDON', [33.0, 176.0], 'RTHEGSURAHPCOMFAR', [33.0, 191.0], 'DTHEAKOENDLAD', [459.0, 183.0], 'PKOMISETOAY THE BEARER ON DEMAND THES', [33.0, 214.0], 'SanhSoha', [33.0, 240.0], 'CHEFCAHER', [1147.0, 267.0], 'R', [103.0, 291.0], 'G', [210.0, 333.0], 'OF', [213.0, 357.0], 'ENGL', [535.0, 501.0], 'vency', [792.0, 496.0], 'TWENTY', [1133.0, 524.0], '2020', [1143.0, 556.0], '2020', [1136.0, 586.0], '2020', [824.0, 614.0], '20202020202020', [8.0, 656.0], 'dinh san sang tuan tho tro lai cac cam ket trong lCpOA', [840.0, 658.0], 'Colombia:ELN tuyen bo don phuon']"
/content/drive/MyDrive/data/L02_V019_Reduce/13109.jpg," [[1049.0, 94.0], '18:38:53', [4.0, 659.0], 'ivien ve Bac Irelang', [320.0, 659.0], '60', [421.0, 654.0], 'LHQ keu goi mang xa hoi chiu trachnhiem phap ly ve noi dung']"
/content/drive/MyDrive/data/L02_V019_Reduce/13210.jpg," [[1051.0, 94.0], '18:38.57', [3.0, 658.0], 'goi mang xa hoi chiu trach nhiem phap ly ve noi dung', [824.0, 655.0], 'COviD-19 van la nguyen nhan gayt']"
/content/drive/MyDrive/data/L02_V019_Reduce/12788.jpg," [[1049.0, 94.0], '18:38:41', [336.0, 597.0], 'NGHIEN CUU MOI:CANH QUAN TUYET GIUP CAI THIEN TINH THAN', [187.0, 656.0], 'Bau co TunisiaBau cu quoc hoi vong hai vao dau nam sau', [1075.0, 656.0], 'My cu cuuHa ng']"
/content/drive/MyDrive/data/L02_V019_Reduce/12688.jpg," [[1164.0, 78.0], 'HP', [1048.0, 93.0], '18:38:37', [336.0, 597.0], 'NGHIEN CUU MOI:CANH QUAN TUYET GIUP CAI THIEN TINH THAN', [7.0, 658.0], 'Sng bao danh chan motso ten lba cua Israe', [711.0, 655.0], 'Bau cu TunisiaBau cu quoc hoi vong haivao']"
/content/drive/MyDrive/data/L02_V019_Reduce/13267.jpg," [[1051.0, 97.0], '18839800', [7.0, 656.0], 'ch nhiem phap ly ve noi dung', [528.0, 658.0], 'COviD-19 van la nguyen nhan gay tur vong hang dau tai Tay']"
/content/drive/MyDrive/data/L02_V019_Reduce/1289.jpg," [[1048.0, 91.0], '18:3101', [220.0, 659.0], 'JBND TP.HCM tonq ket kinh te.xa hoi nam 2O22 va trien khai kehoochnhiem vu nar']"
/content/drive/MyDrive/data/L02_V019_Reduce/12632.jpg," [[1051.0, 94.0], '18:38:34', [1.0, 655.0], 'raq', [100.0, 659.0], '60', [203.0, 658.0], 'Syria thong bao danh chan mot so ten lua cua Israe', [1007.0, 659.0], 'Bau cu Tunisia:Bau cu']"
/content/drive/MyDrive/data/L02_V019_Reduce/12781.jpg," [[1048.0, 91.0], '18:38:40', [336.0, 593.0], 'NGHIEN CUU MOI:CANH QUAN TUYET GIUP CAI THIEN TINH THAN', [0.0, 661.0], 'srael', [121.0, 659.0], '10', [227.0, 658.0], 'Bau cu Tunisia:Bau cu quoc hoivong haivao dau nam sau', [1011.0, 659.0], '60', [1113.0, 656.0], 'My cu cuu Ho']"
/content/drive/MyDrive/data/L02_V019_Reduce/13159.jpg," [[1049.0, 93.0], '18:38:55', [160.0, 655.0], 'LHQ keu goi mang xa hoi chiu trach nhiem phap ly ve noi dung', [1091.0, 656.0], 'COVID-19 van']"
/content/drive/MyDrive/data/L02_V019_Reduce/12186.jpg," [[67.0, 54.0], '20', [450.0, 85.0], 'BanfaSuglars', [36.0, 163.0], 'LONDON', [33.0, 176.0], 'ETHEGTUNGRAPCOHA', [35.0, 191.0], 'DHKONDLAD', [460.0, 184.0], 'PROMISETOPAY THEBEAREN', [35.0, 217.0], 'SamhSoha', [33.0, 240.0], 'HEFCASHER', [1147.0, 267.0], 'R', [96.0, 298.0], 'V3', [203.0, 304.0], 'NK', [528.0, 382.0], 'CIMEN', [525.0, 499.0], 'wenty', [793.0, 496.0], 'TWEND', [1133.0, 524.0], '2020', [1143.0, 556.0], '2020', [1136.0, 586.0], '2020', [821.0, 613.0], '20.20.20-20.20-2020', [8.0, 658.0], 'thu tro lai cac cam ket trongJCpOA', [500.0, 659.0], '60', [604.0, 656.0], 'Colombia:ELN tuyen bo don phuong ngung ban trong']"
/content/drive/MyDrive/data/L02_V019_Reduce/12606.jpg," [[1164.0, 75.0], 'HD', [1049.0, 94.0], '18:38:33', [2.0, 654.0], 'ho doivoi lraq', [236.0, 659.0], '60', [340.0, 658.0], 'Syria thong bao danh chan mot so ten lua cua Israel', [1140.0, 656.0], 'Bau cu Tuni']"
/content/drive/MyDrive/data/L02_V019_Reduce/12193.jpg," [[1052.0, 95.0], '18:38:17', [1023.0, 122.0], '10', [275.0, 155.0], '5', [1008.0, 302.0], '20', [1000.0, 492.0], '50', [1.0, 655.0], 'tro lai cac cam ket trong JCpOA', [465.0, 659.0], '16', [567.0, 656.0], 'ColombiaELN tuyen bo don phuong ngung ban frong dip']"
/content/drive/MyDrive/data/L02_V019_Reduce/13217.jpg," [[1048.0, 93.0], '18:38.58', [4.0, 654.0], 'I mang xa hoi chiu trach nhiem phap ly ve noi dung', [788.0, 655.0], 'COviD 19 van la nguyen nhan gay tu vo']"
/content/drive/MyDrive/data/L02_V019_Reduce/11993.jpg," [[1148.0, 77.0], 'HD', [1048.0, 93.0], '18:38:09', [952.0, 150.0], '10', [254.0, 201.0], '011', [545.0, 208.0], 'Srglano', [405.0, 223.0], 'Dankofe', [587.0, 267.0], 'TEN', [981.0, 270.0], 'REDROG COOY', [265.0, 309.0], 'Ac03.9999280', [5.0, 659.0], 'uoc khung hoang dinh cong nganh y te', [544.0, 659.0], '60', [648.0, 658.0], 'Iran khang dinh san sang tuan thu tro lai cac cam ke']"
/content/drive/MyDrive/data/L02_V019_Reduce/12000.jpg," [[287.0, 68.0], '65', [1159.0, 77.0], 'HD', [1048.0, 93.0], '18:38:09', [457.0, 132.0], 'f5', [327.0, 178.0], '5', [612.0, 230.0], 'raland', [324.0, 243.0], 'LJG1400000', [511.0, 248.0], 'FIVE', [925.0, 248.0], '5', [1038.0, 274.0], 'LE75335696', [930.0, 303.0], '61400000', [438.0, 379.0], 'ER', [739.0, 462.0], '-', [549.0, 530.0], 'ER', [4.0, 659.0], 'khung hoang dinh cong nganh y te', [507.0, 659.0], '60', [608.0, 655.0], 'Iran khangdinh san sang tuan tho tro lai cac cam ket tr']"
/content/drive/MyDrive/data/L02_V019_Reduce/1282.jpg," [[1048.0, 93.0], '18:31900', [251.0, 655.0], 'UBND TP.HCM tong ket kinh te-xa hoi nam 2022 va trien khai ke hoach,nhiem vu']"
/content/drive/MyDrive/data/L02_V019_Reduce/12718.jpg," [[1048.0, 93.0], '18:38:38', [335.0, 597.0], 'NGHIENCUU MOI:CANH QUAN TUYET GIUP CAI THIEN TINH THAN', [5.0, 658.0], 'h chan mot so ten loa cua lsrael', [555.0, 656.0], 'Bau cu Tunisia:Bau cur quoc hoivong hai vao dau nam sau']"
/content/drive/MyDrive/data/L02_V019_Reduce/12451.jpg," [[1051.0, 93.0], '18:38:27', [0.0, 657.0], 'g sinh va don Nam moi', [445.0, 655.0], 'Ai Cap tai khang dinh su ung ho doi vai lrag', [1147.0, 655.0], 'Syria thong']"
/content/drive/MyDrive/data/L02_V019_Reduce/13134.jpg," [[1051.0, 97.0], '1838054', [4.0, 656.0], 'ac lreland', [289.0, 655.0], 'LHQ keu goi mang xa hoi chiu trach nhiem phap ly ve noi dung', [1224.0, 659.0], 'CO']"
/content/drive/MyDrive/data/L02_V019_Reduce/13260.jpg," [[1051.0, 94.0], '18:38:59', [9.0, 656.0], 'trach nhiem phap ly ve noidung', [463.0, 656.0], '160', [561.0, 656.0], 'COviD9 van la nguyen nhan gay to vong hang dau tai T']"
/content/drive/MyDrive/data/L02_V019_Reduce/11940.jpg," [[1048.0, 93.0], '18:38:07', [951.0, 150.0], '10', [254.0, 201.0], '011', [545.0, 208.0], 'Srglano', [403.0, 223.0], 'Sankof', [587.0, 267.0], 'TEN', [982.0, 271.0], '#EDRRGCOOY', [265.0, 309.0], 'A03.099928', [453.0, 405.0], 'S', [1.0, 656.0], 'h tiep tuc doi mat voi cuoc khung hoang dinh cong nganh y te', [817.0, 658.0], '10', [924.0, 656.0], 'Iran khang dinh san sang tua']"
/content/drive/MyDrive/data/L02_V019_Reduce/12241.jpg," [[1164.0, 78.0], 'HP', [1049.0, 94.0], '18:38:19', [1023.0, 120.0], '10', [284.0, 162.0], '5', [472.0, 223.0], 'CoSafiorSualausa', [1007.0, 302.0], '20', [997.0, 490.0], '50', [3.0, 658.0], 'rong JCPOA', [317.0, 656.0], 'Colombia ELN tuyen bo don phuong ngung ban trong dip Giang sinh va don ']"
